water_depth_m,u_mid_m,Ky_N_per_m,Ky_kN_per_m
223,20.5,728025.8011,728.0258011
223,21.5,754270.0363,754.2700363
223,22.5,779461.1387,779.4611387
223,23.5,803339.1179,803.3391179
223,24.5,825691.016,825.691016
223,25.5,846356.9883,846.3569883
223,26.5,865231.5769,865.2315769
223,27.5,882262.0183,882.2620183
223,28.5,897443.357,897.443357
223,29.5,910811.626,910.811626
223,30.5,922435.9238,922.4359238
223,31.5,932410.2267,932.4102267
223,32.5,940845.5979,940.8455979
223,33.5,947863.2343,947.8632343
223,34.5,953588.5953,953.5885953
223,35.5,958146.7001,958.1467001
223,36.5,961658.5576,961.6585576
223,37.5,964238.6873,964.2386873
223,38.5,965993.0652,965.9930652
223,39.5,967019.1595,967.0191595
223,40.5,967404.2584,967.4042584
223,41.5,967226.5102,967.2265102
223,42.5,966554.9128,966.5549128
223,43.5,965449.9745,965.4499745
223,44.5,963964.451,963.964451
223,45.5,962144.1509,962.1441509
223,46.5,960028.7683,960.0287683
223,47.5,957652.6997,957.6526997
223,48.5,955045.8137,955.0458137
223,49.5,952234.1764,952.2341764
223,50.5,949240.6436,949.2406436
223,51.5,946085.4697,946.0854697
223,52.5,942786.7098,942.7867098
223,53.5,939360.6854,939.3606854
223,54.5,935822.1796,935.8221796
223,55.5,932184.8009,932.1848009
223,56.5,928461.0729,928.4610729
223,57.5,924662.6508,924.6626508
223,58.5,920800.3624,920.8003624
223,59.5,916884.3109,916.8843109
223,60.5,912923.9168,912.9239168
223,61.5,908927.9633,908.9279633
223,62.5,904904.6123,904.9046123
223,63.5,900861.436,900.861436
223,64.5,896805.4532,896.8054532
223,65.5,892743.023,892.743023
223,66.5,888680.014,888.680014
223,67.5,884604.8911,884.6048911
223,68.5,880591.6177,880.5916177
223,69.5,876540.2382,876.5402382
223,70.5,872524.6131,872.5246131
223,71.5,868530.8071,868.5308071
223,72.5,864562.0019,864.5620019
223,73.5,860621.0129,860.6210129
223,74.5,856702.5138,856.7025138
223,75.5,852839.9064,852.8399064
223,76.5,848988.2055,848.9882055
223,77.5,845180.2653,845.1802653
223,78.5,841409.207,841.409207
223,79.5,837677.9449,837.6779449
223,80.5,833984.7314,833.9847314
223,81.5,830332.3089,830.3323089
223,82.5,826720.5317,826.7205317
223,83.5,823150.0676,823.1500676
223,84.5,819621.193,819.621193
223,85.5,816134.1179,816.1341179
223,86.5,812688.9477,812.6889477
223,87.5,809285.6929,809.2856929
223,88.5,805924.2826,805.9242826
223,89.5,802604.579,802.604579
223,90.5,799326.3395,799.3263395
223,91.5,796089.3455,796.0893455
223,92.5,792893.2485,792.8932485
223,93.5,789737.6952,789.7376952
223,94.5,786622.2883,786.6222883
223,95.5,783546.5995,783.5465995
223,96.5,780510.1478,780.5101478
223,97.5,777512.5382,777.5125382
223,98.5,774552.7688,774.5527688
223,99.5,771631.8444,771.6318444
223.1,-99.5,771592.9171,771.5929171
223.1,-98.5,774514.141,774.514141
223.1,-97.5,777473.0539,777.4730539
223.1,-96.5,780470.1672,780.4701672
223.1,-95.5,783505.977,783.505977
223.1,-94.5,786580.9572,786.5809572
223.1,-93.5,789731.3595,789.7313595
223.1,-92.5,792814.3992,792.8143992
223.1,-91.5,796045.274,796.045274
223.1,-90.5,799281.1277,799.2811277
223.1,-89.5,802558.0673,802.5580673
223.1,-88.5,805876.348,805.876348
223.1,-87.5,809236.1673,809.2361673
223.1,-86.5,812637.654,812.637654
223.1,-85.5,816080.8659,816.0808659
223.1,-84.5,819565.7739,819.5657739
223.1,-83.5,823092.256,823.092256
223.1,-82.5,826660.0745,826.6600745
223.1,-81.5,830268.8896,830.2688896
223.1,-80.5,833918.21,833.91821
223.1,-79.5,837607.4046,837.6074046
223.1,-78.5,841335.6745,841.3356745
223.1,-77.5,845102.0392,845.1020392
223.1,-76.5,848905.3108,848.9053108
223.1,-75.5,852744.0875,852.7440875
223.1,-74.5,856616.7155,856.6167155
223.1,-73.5,860521.2767,860.5212767
223.1,-72.5,864455.5614,864.4555614
223.1,-71.5,868417.0439,868.4170439
223.1,-70.5,872402.8563,872.4028563
223.1,-69.5,876410.6262,876.4106262
223.1,-68.5,880436.0875,880.4360875
223.1,-67.5,884469.1099,884.4691099
223.1,-66.5,888520.814,888.520814
223.1,-65.5,892568.555,892.568555
223.1,-64.5,896616.9625,896.6169625
223.1,-63.5,900660.0992,900.6600992
223.1,-62.5,904687.7838,904.6877838
223.1,-61.5,908694.3809,908.6943809
223.1,-60.5,912672.3825,912.6723825
223.1,-59.5,916613.3915,916.6133915
223.1,-58.5,920508.6931,920.5086931
223.1,-57.5,924348.7926,924.3487926
223.1,-56.5,928123.5555,928.1235555
223.1,-55.5,931822.1285,931.8221285
223.1,-54.5,935432.8698,935.4328698
223.1,-53.5,938943.2501,938.9432501
223.1,-52.5,942339.7148,942.3397148
223.1,-51.5,945607.5089,945.6075089
223.1,-50.5,948730.4164,948.7304164
223.1,-49.5,951690.4687,951.6904687
223.1,-48.5,954467.5803,954.4675803
223.1,-47.5,957039.0491,957.0390491
223.1,-46.5,959378.8483,959.3788483
223.1,-45.5,961457.5774,961.4575774
223.1,-44.5,963240.8994,963.2408994
223.1,-43.5,964689.419,964.689419
223.1,-42.5,965757.6035,965.7576035
223.1,-41.5,966392.9891,966.3929891
223.1,-40.5,966535.3749,966.5353749
223.1,-39.5,966116.1838,966.1161838
223.1,-38.5,965057.2445,965.0572445
223.1,-37.5,963271.975,963.271975
223.1,-36.5,960663.3846,960.6633846
223.1,-35.5,957125.1699,957.1251699
223.1,-34.5,952543.7074,952.5437074
223.1,-33.5,946798.1877,946.7981877
223.1,-32.5,939763.8299,939.7638299
223.1,-31.5,931315.7181,931.3157181
223.1,-30.5,921332.347,921.332347
223.1,-29.5,909703.9132,909.7039132
223.1,-28.5,896335.7912,896.3357912
223.1,-27.5,881159.3099,881.1593099
223.1,-26.5,864138.4938,864.1384938
223.1,-25.5,845278.2573,845.2782573
223.1,-24.5,824631.3004,824.6313004
223.1,-23.5,802302.7876,802.3027876
223.1,-22.5,778452.3429,778.4523429
223.1,-21.5,753292.3417,753.2923417
223.1,-20.5,727082.3295,727.0823295
223.1,-19.5,700119.8302,700.1198302
223.1,-18.5,672728.1594,672.7281594
223.1,-17.5,645242.4865,645.2424865
223.1,-16.5,617995.6445,617.9956445
223.1,-15.5,591304.8255,591.3048255
223.1,-14.5,565460.7827,565.4607827
223.1,-13.5,540719.7674,540.7197674
223.1,-12.5,517298.9702,517.2989702
223.1,-11.5,495375.0179,495.3750179
223.1,-10.5,475085.2177,475.0852177
223.1,-9.5,456530.8495,456.5308495
223.1,-8.5,439781.8265,439.7818265
223.1,-7.5,424882.0741,424.8820741
223.1,-6.5,411855.0938,411.8550938
223.1,-5.5,400709.3079,400.7093079
223.1,-4.5,391442.9174,391.4429174
223.1,-3.5,384048.1111,384.0481111
223.1,-2.5,378514.5612,378.5145612
223.1,-1.5,374832.1688,374.8321688
223.1,-0.5,372993.0957,372.9930957
223.1,0.5,372993.0973,372.9930973
223.1,1.5,374832.169,374.832169
223.1,2.5,378514.5611,378.5145611
223.1,3.5,384048.1114,384.0481114
223.1,4.5,391442.9171,391.4429171
223.1,5.5,400709.3089,400.7093089
223.1,6.5,411855.0929,411.8550929
223.1,7.5,424882.0741,424.8820741
223.1,8.5,439781.8265,439.7818265
223.1,9.5,456530.8495,456.5308495
223.1,10.5,475085.2177,475.0852177
223.1,11.5,495375.0179,495.3750179
223.1,12.5,517298.9702,517.2989702
223.1,13.5,540719.7674,540.7197674
223.1,14.5,565460.7811,565.4607811
223.1,15.5,591304.8271,591.3048271
223.1,16.5,617995.6368,617.9956368
223.1,17.5,645242.4915,645.2424915
223.1,18.5,672728.1583,672.7281583
223.1,19.5,700119.8341,700.1198341
223.1,20.5,727082.3315,727.0823315
223.1,21.5,753292.3389,753.2923389
223.1,22.5,778452.3182,778.4523182
223.1,23.5,802302.8109,802.3028109
223.1,24.5,824631.2981,824.6312981
223.1,25.5,845278.2683,845.2782683
223.1,26.5,864138.4876,864.1384876
223.1,27.5,881159.3094,881.1593094
223.1,28.5,896335.7955,896.3357955
223.1,29.5,909703.9089,909.7039089
223.1,30.5,921332.6042,921.3326042
223.1,31.5,931315.6536,931.3156536
223.1,32.5,939763.8707,939.7638707
223.1,33.5,946798.1678,946.7981678
223.1,34.5,952543.6959,952.5436959
223.1,35.5,957125.1494,957.1251494
223.1,36.5,960663.2029,960.6632029
223.1,37.5,963272.0365,963.2720365
223.1,38.5,965057.2862,965.0572862
223.1,39.5,966116.0809,966.1160809
223.1,40.5,966535.3749,966.5353749
223.1,41.5,966392.9892,966.3929892
223.1,42.5,965757.6033,965.7576033
223.1,43.5,964689.4189,964.6894189
223.1,44.5,963240.8993,963.2408993
223.1,45.5,961457.5776,961.4575776
223.1,46.5,959378.8917,959.3788917
223.1,47.5,957039.0039,957.0390039
223.1,48.5,954467.572,954.467572
223.1,49.5,951690.477,951.690477
223.1,50.5,948730.4154,948.7304154
223.1,51.5,945607.5095,945.6075095
223.1,52.5,942339.7081,942.3397081
223.1,53.5,938943.2529,938.9432529
223.1,54.5,935432.87,935.43287
223.1,55.5,931822.1344,931.8221344
223.1,56.5,928123.5554,928.1235554
223.1,57.5,924348.7926,924.3487926
223.1,58.5,920508.6931,920.5086931
223.1,59.5,916613.3922,916.6133922
223.1,60.5,912672.3531,912.6723531
223.1,61.5,908694.4097,908.6944097
223.1,62.5,904687.7813,904.6877813
223.1,63.5,900660.1013,900.6601013
223.1,64.5,896618.4528,896.6184528
223.1,65.5,892569.2605,892.5692605
223.1,66.5,888518.4589,888.5184589
223.1,67.5,884454.6105,884.4546105
223.1,68.5,880451.6097,880.4516097
223.1,69.5,876409.7631,876.4097631
223.1,70.5,872402.8562,872.4028562
223.1,71.5,868417.0439,868.4170439
223.1,72.5,864455.5615,864.4555615
223.1,73.5,860521.2747,860.5212747
223.1,74.5,856608.9203,856.6089203
223.1,75.5,852751.884,852.751884
223.1,76.5,848905.3123,848.9053123
223.1,77.5,845102.0382,845.1020382
223.1,78.5,841335.2343,841.3352343
223.1,79.5,837607.8449,837.6078449
223.1,80.5,833918.1583,833.9181583
223.1,81.5,830268.9414,830.2689414
223.1,82.5,826660.0763,826.6600763
223.1,83.5,823092.2542,823.0922542
223.1,84.5,819565.7738,819.5657738
223.1,85.5,816080.8659,816.0808659
223.1,86.5,812637.6542,812.6376542
223.1,87.5,809236.1667,809.2361667
223.1,88.5,805876.3483,805.8763483
223.1,89.5,802558.0757,802.5580757
223.1,90.5,799281.1197,799.2811197
223.1,91.5,796045.2738,796.0452738
223.1,92.5,792850.2009,792.8502009
223.1,93.5,789695.558,789.695558
223.1,94.5,786580.9572,786.5809572
223.1,95.5,783505.979,783.505979
223.1,96.5,780470.1504,780.4701504
223.1,97.5,777473.0835,777.4730835
223.1,98.5,774513.7842,774.5137842
223.1,99.5,771593.2605,771.5932605
223.2,-99.5,771554.3339,771.5543339
223.2,-98.5,774475.1557,774.4751557
223.2,-97.5,777433.5993,777.4335993
223.2,-96.5,780430.1697,780.4301697
223.2,-95.5,783465.3565,783.4653565
223.2,-94.5,786539.6262,786.5396262
223.2,-93.5,789689.1533,789.6891533
223.2,-92.5,792771.4206,792.7714206
223.2,-91.5,796001.2023,796.0012023
223.2,-90.5,799235.9079,799.2359079
223.2,-89.5,802511.564,802.511564
223.2,-88.5,805828.4138,805.8284138
223.2,-87.5,809186.6411,809.1866411
223.2,-86.5,812586.3605,812.5863605
223.2,-85.5,816027.6138,816.0276138
223.2,-84.5,819510.3547,819.5103547
223.2,-83.5,823034.4426,823.0344426
223.2,-82.5,826599.619,826.599619
223.2,-81.5,830205.5223,830.2055223
223.2,-80.5,833851.6369,833.8516369
223.2,-79.5,837537.3055,837.5373055
223.2,-78.5,841261.701,841.261701
223.2,-77.5,845023.812,845.023812
223.2,-76.5,848822.4177,848.8224177
223.2,-75.5,852656.0801,852.6560801
223.2,-74.5,856523.107,856.523107
223.2,-73.5,860421.5386,860.4215386
223.2,-72.5,864349.1209,864.3491209
223.2,-71.5,868303.2807,868.3032807
223.2,-70.5,872281.0994,872.2810994
223.2,-69.5,876280.1494,876.2801494
223.2,-68.5,880296.1093,880.2961093
223.2,-67.5,884318.8014,884.3188014
223.2,-66.5,888359.2543,888.3592543
223.2,-65.5,892394.7938,892.3947938
223.2,-64.5,896429.965,896.429965
223.2,-63.5,900458.7645,900.4587645
223.2,-62.5,904470.9528,904.4709528
223.2,-61.5,908460.8269,908.4608269
223.2,-60.5,912420.8193,912.4208193
223.2,-59.5,916342.4728,916.3424728
223.2,-58.5,920217.0238,920.2170238
223.2,-57.5,924034.9344,924.0349344
223.2,-56.5,927786.038,927.786038
223.2,-55.5,931459.4619,931.4594619
223.2,-54.5,935043.5601,935.0435601
223.2,-53.5,938525.8175,938.5258175
223.2,-52.5,941892.7132,941.8927132
223.2,-51.5,945129.5486,945.1295486
223.2,-50.5,948220.1882,948.2201882
223.2,-49.5,951146.7692,951.1467692
223.2,-48.5,953889.3386,953.8893386
223.2,-47.5,956425.3532,956.4253532
223.2,-46.5,958728.9719,958.7289719
223.2,-45.5,960771.0041,960.7710041
223.2,-44.5,962517.3477,962.5173477
223.2,-43.5,963928.8634,963.9288634
223.2,-42.5,964960.294,964.960294
223.2,-41.5,965559.4682,965.5594682
223.2,-40.5,965666.4914,965.6664914
223.2,-39.5,965213.107,965.213107
223.2,-38.5,964121.4635,964.1214635
223.2,-37.5,962305.3244,962.3053244
223.2,-36.5,959668.0332,959.6680332
223.2,-35.5,956103.6195,956.1036195
223.2,-34.5,951498.8083,951.4988083
223.2,-33.5,945733.1215,945.7331215
223.2,-32.5,938682.103,938.682103
223.2,-31.5,930221.1451,930.2211451
223.2,-30.5,920229.0227,920.2290227
223.2,-29.5,908596.1961,908.5961961
223.2,-28.5,895228.2297,895.2282297
223.2,-27.5,880056.6009,880.0566009
223.2,-26.5,863045.4046,863.0454046
223.2,-25.5,844199.5373,844.1995373
223.2,-24.5,823571.5825,823.5715825
223.2,-23.5,801266.4806,801.2664806
223.2,-22.5,777443.5224,777.4435224
223.2,-21.5,752314.6443,752.3146443
223.2,-20.5,726138.8599,726.1388599
223.2,-19.5,699213.0862,699.2130862
223.2,-18.5,671859.9815,671.8599815
223.2,-17.5,644414.0344,644.4140344
223.2,-16.5,617207.4022,617.2074022
223.2,-15.5,590556.6322,590.5566322
223.2,-14.5,564751.8848,564.7518848
223.2,-13.5,540048.886,540.048886
223.2,-12.5,516664.3785,516.6643785
223.2,-11.5,494774.6209,494.7746209
223.2,-10.5,474516.6297,474.5166297
223.2,-9.5,455991.4658,455.9914658
223.2,-8.5,439268.8857,439.2688857
223.2,-7.5,424392.7106,424.3927106
223.2,-6.5,411386.3791,411.3863791
223.2,-5.5,400258.2817,400.2582817
223.2,-4.5,391006.6098,391.0066098
223.2,-3.5,383623.5564,383.6235564
223.2,-2.5,378098.8046,378.0988046
223.2,-1.5,374422.2684,374.4222684
223.2,-0.5,372586.1204,372.5861204
223.2,0.5,372586.1221,372.5861221
223.2,1.5,374422.2686,374.4222686
223.2,2.5,378098.8044,378.0988044
223.2,3.5,383623.5566,383.6235566
223.2,4.5,391006.6095,391.0066095
223.2,5.5,400258.2826,400.2582826
223.2,6.5,411386.3781,411.3863781
223.2,7.5,424392.7106,424.3927106
223.2,8.5,439268.8857,439.2688857
223.2,9.5,455991.4658,455.9914658
223.2,10.5,474516.6297,474.5166297
223.2,11.5,494774.6209,494.7746209
223.2,12.5,516664.3785,516.6643785
223.2,13.5,540048.8861,540.0488861
223.2,14.5,564751.8831,564.7518831
223.2,15.5,590556.6338,590.5566338
223.2,16.5,617207.3945,617.2073945
223.2,17.5,644414.0393,644.4140393
223.2,18.5,671859.9804,671.8599804
223.2,19.5,699213.0901,699.2130901
223.2,20.5,726138.8619,726.1388619
223.2,21.5,752314.6415,752.3146415
223.2,22.5,777443.4977,777.4434977
223.2,23.5,801266.504,801.266504
223.2,24.5,823571.5803,823.5715803
223.2,25.5,844199.5483,844.1995483
223.2,26.5,863045.3984,863.0453984
223.2,27.5,880056.6005,880.0566005
223.2,28.5,895228.234,895.228234
223.2,29.5,908596.1919,908.5961919
223.2,30.5,920229.2845,920.2292845
223.2,31.5,930221.0806,930.2210806
223.2,32.5,938682.1435,938.6821435
223.2,33.5,945733.1013,945.7331013
223.2,34.5,951498.7964,951.4987964
223.2,35.5,956103.5987,956.1035987
223.2,36.5,959667.8482,959.6678482
223.2,37.5,962305.3857,962.3053857
223.2,38.5,964121.5072,964.1215072
223.2,39.5,965213.0023,965.2130023
223.2,40.5,965666.4915,965.6664915
223.2,41.5,965559.4683,965.5594683
223.2,42.5,964960.2938,964.9602938
223.2,43.5,963928.8633,963.9288633
223.2,44.5,962517.3476,962.5173476
223.2,45.5,960771.0042,960.7710042
223.2,46.5,958729.0152,958.7290152
223.2,47.5,956425.3081,956.4253081
223.2,48.5,953889.3303,953.8893303
223.2,49.5,951146.7775,951.1467775
223.2,50.5,948220.1872,948.2201872
223.2,51.5,945129.5492,945.1295492
223.2,52.5,941892.7064,941.8927064
223.2,53.5,938525.8203,938.5258203
223.2,54.5,935043.5603,935.0435603
223.2,55.5,931459.4678,931.4594678
223.2,56.5,927786.0379,927.7860379
223.2,57.5,924034.9345,924.0349345
223.2,58.5,920217.0238,920.2170238
223.2,59.5,916342.4735,916.3424735
223.2,60.5,912420.7893,912.4207893
223.2,61.5,908460.8561,908.4608561
223.2,62.5,904470.9503,904.4709503
223.2,63.5,900458.7667,900.4587667
223.2,64.5,896431.4524,896.4314524
223.2,65.5,892395.498,892.395498
223.2,66.5,888356.9038,888.3569038
223.2,67.5,884304.3299,884.3043299
223.2,68.5,880311.6016,880.3116016
223.2,69.5,876279.288,876.279288
223.2,70.5,872281.0993,872.2810993
223.2,71.5,868303.2808,868.3032808
223.2,72.5,864349.121,864.349121
223.2,73.5,860421.5366,860.4215366
223.2,74.5,856515.3268,856.5153268
223.2,75.5,852663.8615,852.6638615
223.2,76.5,848822.4192,848.8224192
223.2,77.5,845023.8111,845.0238111
223.2,78.5,841261.2616,841.2612616
223.2,79.5,837537.745,837.537745
223.2,80.5,833851.5853,833.8515853
223.2,81.5,830205.574,830.205574
223.2,82.5,826599.6208,826.5996208
223.2,83.5,823034.4407,823.0344407
223.2,84.5,819510.3547,819.5103547
223.2,85.5,816027.6138,816.0276138
223.2,86.5,812586.3608,812.5863608
223.2,87.5,809186.6405,809.1866405
223.2,88.5,805828.414,805.828414
223.2,89.5,802511.5724,802.5115724
223.2,90.5,799235.8998,799.2358998
223.2,91.5,796001.2021,796.0012021
223.2,92.5,792807.1533,792.8071533
223.2,93.5,789653.4208,789.6534208
223.2,94.5,786539.6262,786.5396262
223.2,95.5,783465.3585,783.4653585
223.2,96.5,780430.153,780.430153
223.2,97.5,777433.6288,777.4336288
223.2,98.5,774474.7996,774.4747996
223.2,99.5,771554.6766,771.5546766
223.3,-99.5,771515.7506,771.5157506
223.3,-98.5,774436.1704,774.4361704
223.3,-97.5,777394.1447,777.3941447
223.3,-96.5,780390.1723,780.3901723
223.3,-95.5,783424.7361,783.4247361
223.3,-94.5,786498.2951,786.4982951
223.3,-93.5,789646.9471,789.6469471
223.3,-92.5,792728.442,792.728442
223.3,-91.5,795957.1306,795.9571306
223.3,-90.5,799190.688,799.190688
223.3,-89.5,802465.0607,802.4650607
223.3,-88.5,805780.4795,805.7804795
223.3,-87.5,809137.115,809.137115
223.3,-86.5,812535.0671,812.5350671
223.3,-85.5,815974.3618,815.9743618
223.3,-84.5,819454.9356,819.4549356
223.3,-83.5,822976.6292,822.9766292
223.3,-82.5,826539.1635,826.5391635
223.3,-81.5,830142.1549,830.1421549
223.3,-80.5,833785.0637,833.7850637
223.3,-79.5,837467.2064,837.4672064
223.3,-78.5,841187.7275,841.1877275
223.3,-77.5,844945.5849,844.9455849
223.3,-76.5,848739.5245,848.7395245
223.3,-75.5,852568.0727,852.5680727
223.3,-74.5,856429.4984,856.4294984
223.3,-73.5,860321.8005,860.3218005
223.3,-72.5,864242.6805,864.2426805
223.3,-71.5,868189.5175,868.1895175
223.3,-70.5,872159.3425,872.1593425
223.3,-69.5,876149.6727,876.1496727
223.3,-68.5,880156.1312,880.1561312
223.3,-67.5,884168.493,884.168493
223.3,-66.5,888197.6945,888.1976945
223.3,-65.5,892221.0326,892.2210326
223.3,-64.5,896242.9675,896.2429675
223.3,-63.5,900257.4298,900.2574298
223.3,-62.5,904254.1218,904.2541218
223.3,-61.5,908227.2728,908.2272728
223.3,-60.5,912169.256,912.169256
223.3,-59.5,916071.5541,916.0715541
223.3,-58.5,919925.3545,919.9253545
223.3,-57.5,923721.0763,923.7210763
223.3,-56.5,927448.5205,927.4485205
223.3,-55.5,931096.7952,931.0967952
223.3,-54.5,934654.2505,934.6542505
223.3,-53.5,938108.3849,938.1083849
223.3,-52.5,941445.7117,941.4457117
223.3,-51.5,944651.5884,944.6515884
223.3,-50.5,947709.96,947.70996
223.3,-49.5,950603.0697,950.6030697
223.3,-48.5,953311.0969,953.3110969
223.3,-47.5,955811.6573,955.8116573
223.3,-46.5,958079.0954,958.0790954
223.3,-45.5,960084.4308,960.0844308
223.3,-44.5,961793.796,961.793796
223.3,-43.5,963168.3078,963.1683078
223.3,-42.5,964162.9845,964.1629845
223.3,-41.5,964725.9472,964.7259472
223.3,-40.5,964797.608,964.797608
223.3,-39.5,964310.0303,964.3100303
223.3,-38.5,963185.6826,963.1856826
223.3,-37.5,961338.6737,961.3386737
223.3,-36.5,958672.6818,958.6726818
223.3,-35.5,955082.0692,955.0820692
223.3,-34.5,950453.9092,950.4539092
223.3,-33.5,944668.0553,944.6680553
223.3,-32.5,937600.3761,937.6003761
223.3,-31.5,929126.5721,929.1265721
223.3,-30.5,919125.6984,919.1256984
223.3,-29.5,907488.4791,907.4884791
223.3,-28.5,894120.6683,894.1206683
223.3,-27.5,878953.892,878.953892
223.3,-26.5,861952.3153,861.9523153
223.3,-25.5,843120.8174,843.1208174
223.3,-24.5,822511.8646,822.5118646
223.3,-23.5,800230.1737,800.2301737
223.3,-22.5,776434.7018,776.4347018
223.3,-21.5,751336.9469,751.3369469
223.3,-20.5,725195.3903,725.1953903
223.3,-19.5,698306.3423,698.3063423
223.3,-18.5,670991.8036,670.9918036
223.3,-17.5,643585.5823,643.5855823
223.3,-16.5,616419.1599,616.4191599
223.3,-15.5,589808.439,589.808439
223.3,-14.5,564042.9868,564.0429868
223.3,-13.5,539378.0047,539.3780047
223.3,-12.5,516029.7869,516.0297869
223.3,-11.5,494174.2239,494.1742239
223.3,-10.5,473948.0418,473.9480418
223.3,-9.5,455452.0821,455.4520821
223.3,-8.5,438755.9449,438.7559449
223.3,-7.5,423903.3471,423.9033471
223.3,-6.5,410917.6643,410.9176643
223.3,-5.5,399807.2555,399.8072555
223.3,-4.5,390570.3022,390.5703022
223.3,-3.5,383199.0016,383.1990016
223.3,-2.5,377683.0479,377.6830479
223.3,-1.5,374012.368,374.012368
223.3,-0.5,372179.1451,372.1791451
223.3,0.5,372179.1468,372.1791468
223.3,1.5,374012.3682,374.0123682
223.3,2.5,377683.0478,377.6830478
223.3,3.5,383199.0019,383.1990019
223.3,4.5,390570.3019,390.5703019
223.3,5.5,399807.2564,399.8072564
223.3,6.5,410917.6634,410.9176634
223.3,7.5,423903.3471,423.9033471
223.3,8.5,438755.945,438.755945
223.3,9.5,455452.0821,455.4520821
223.3,10.5,473948.0417,473.9480417
223.3,11.5,494174.2239,494.1742239
223.3,12.5,516029.7869,516.0297869
223.3,13.5,539378.0047,539.3780047
223.3,14.5,564042.9852,564.0429852
223.3,15.5,589808.4406,589.8084406
223.3,16.5,616419.1523,616.4191523
223.3,17.5,643585.5872,643.5855872
223.3,18.5,670991.8024,670.9918024
223.3,19.5,698306.3461,698.3063461
223.3,20.5,725195.3923,725.1953923
223.3,21.5,751336.9441,751.3369441
223.3,22.5,776434.6772,776.4346772
223.3,23.5,800230.197,800.230197
223.3,24.5,822511.8624,822.5118624
223.3,25.5,843120.8284,843.1208284
223.3,26.5,861952.3091,861.9523091
223.3,27.5,878953.8916,878.9538916
223.3,28.5,894120.6725,894.1206725
223.3,29.5,907488.4748,907.4884748
223.3,30.5,919125.9648,919.1259648
223.3,31.5,929126.5076,929.1265076
223.3,32.5,937600.4163,937.6004163
223.3,33.5,944668.0348,944.6680348
223.3,34.5,950453.897,950.453897
223.3,35.5,955082.048,955.082048
223.3,36.5,958672.4936,958.6724936
223.3,37.5,961338.7349,961.3387349
223.3,38.5,963185.7282,963.1857282
223.3,39.5,964309.9237,964.3099237
223.3,40.5,964797.6081,964.7976081
223.3,41.5,964725.9473,964.7259473
223.3,42.5,964162.9844,964.1629844
223.3,43.5,963168.3077,963.1683077
223.3,44.5,961793.7959,961.7937959
223.3,45.5,960084.4309,960.0844309
223.3,46.5,958079.1386,958.0791386
223.3,47.5,955811.6123,955.8116123
223.3,48.5,953311.0887,953.3110887
223.3,49.5,950603.078,950.603078
223.3,50.5,947709.9589,947.7099589
223.3,51.5,944651.589,944.651589
223.3,52.5,941445.7047,941.4457047
223.3,53.5,938108.3877,938.1083877
223.3,54.5,934654.2507,934.6542507
223.3,55.5,931096.8012,931.0968012
223.3,56.5,927448.5204,927.4485204
223.3,57.5,923721.0763,923.7210763
223.3,58.5,919925.3545,919.9253545
223.3,59.5,916071.5548,916.0715548
223.3,60.5,912169.2255,912.1692255
223.3,61.5,908227.3026,908.2273026
223.3,62.5,904254.1193,904.2541193
223.3,63.5,900257.432,900.257432
223.3,64.5,896244.452,896.244452
223.3,65.5,892221.7355,892.2217355
223.3,66.5,888195.3486,888.1953486
223.3,67.5,884154.0493,884.1540493
223.3,68.5,880171.5935,880.1715935
223.3,69.5,876148.8129,876.1488129
223.3,70.5,872159.3424,872.1593424
223.3,71.5,868189.5176,868.1895176
223.3,72.5,864242.6806,864.2426806
223.3,73.5,860321.7985,860.3217985
223.3,74.5,856421.7333,856.4217333
223.3,75.5,852575.8391,852.5758391
223.3,76.5,848739.5261,848.7395261
223.3,77.5,844945.584,844.945584
223.3,78.5,841187.2889,841.1872889
223.3,79.5,837467.645,837.467645
223.3,80.5,833785.0122,833.7850122
223.3,81.5,830142.2065,830.1422065
223.3,82.5,826539.1653,826.5391653
223.3,83.5,822976.6272,822.9766272
223.3,84.5,819454.9356,819.4549356
223.3,85.5,815974.3618,815.9743618
223.3,86.5,812535.0673,812.5350673
223.3,87.5,809137.1144,809.1371144
223.3,88.5,805780.4797,805.7804797
223.3,89.5,802465.0691,802.4650691
223.3,90.5,799190.68,799.19068
223.3,91.5,795957.1304,795.9571304
223.3,92.5,792764.1057,792.7641057
223.3,93.5,789611.2836,789.6112836
223.3,94.5,786498.2951,786.4982951
223.3,95.5,783424.7381,783.4247381
223.3,96.5,780390.1556,780.3901556
223.3,97.5,777394.1742,777.3941742
223.3,98.5,774435.815,774.435815
223.3,99.5,771516.0927,771.5160927
223.4,-99.5,771477.1674,771.4771674
223.4,-98.5,774397.1851,774.3971851
223.4,-97.5,777354.6901,777.3546901
223.4,-96.5,780350.1749,780.3501749
223.4,-95.5,783384.1156,783.3841156
223.4,-94.5,786456.9641,786.4569641
223.4,-93.5,789604.741,789.604741
223.4,-92.5,792685.4634,792.6854634
223.4,-91.5,795913.0589,795.9130589
223.4,-90.5,799145.4682,799.1454682
223.4,-89.5,802418.5574,802.4185574
223.4,-88.5,805732.5452,805.7325452
223.4,-87.5,809087.5888,809.0875888
223.4,-86.5,812483.7736,812.4837736
223.4,-85.5,815921.1097,815.9211097
223.4,-84.5,819399.5165,819.3995165
223.4,-83.5,822918.8157,822.9188157
