water_depth_m,u_mid_m,Ky_N_per_m,Ky_kN_per_m
181.3,-36.5,1125479.46,1125.47946
181.3,-35.5,1131555.274,1131.555274
181.3,-34.5,1137384.615,1137.384615
181.3,-33.5,1142920.344,1142.920344
181.3,-32.5,1148110.051,1148.110051
181.3,-31.5,1152905.812,1152.905812
181.3,-30.5,1157253.854,1157.253854
181.3,-29.5,1161105.352,1161.105352
181.3,-28.5,1164414.59,1164.41459
181.3,-27.5,1167141.886,1167.141886
181.3,-26.5,1169255.618,1169.255618
181.3,-25.5,1170733.749,1170.733749
181.3,-24.5,1171564.682,1171.564682
181.3,-23.5,1171746.635,1171.746635
181.3,-22.5,1171285.318,1171.285318
181.3,-21.5,1170189.525,1170.189525
181.3,-20.5,1168464.296,1168.464296
181.3,-19.5,1166101.921,1166.101921
181.3,-18.5,1163071.105,1163.071105
181.3,-17.5,1159305.08,1159.30508
181.3,-16.5,1154690.009,1154.690009
181.3,-15.5,1149055.363,1149.055363
181.3,-14.5,1142168.927,1142.168927
181.3,-13.5,1133739.603,1133.739603
181.3,-12.5,1123432.273,1123.432273
181.3,-11.5,1110899.501,1110.899501
181.3,-10.5,1095833.941,1095.833941
181.3,-9.5,1078042.157,1078.042157
181.3,-8.5,1057536.053,1057.536053
181.3,-7.5,1034623.828,1034.623828
181.3,-6.5,1009979.894,1009.979894
181.3,-5.5,984661.6495,984.6616495
181.3,-4.5,960053.0185,960.0530185
181.3,-3.5,937732.5004,937.7325004
181.3,-2.5,919288.1452,919.2881452
181.3,-1.5,906118.6646,906.1186646
181.3,-0.5,899259.4772,899.2594772
181.3,0.5,899259.4772,899.2594772
181.3,1.5,906118.6646,906.1186646
181.3,2.5,919288.1452,919.2881452
181.3,3.5,937732.5006,937.7325006
181.3,4.5,960053.0219,960.0530219
181.3,5.5,984661.6464,984.6616464
181.3,6.5,1009979.896,1009.979896
181.3,7.5,1034623.825,1034.623825
181.3,8.5,1057536.053,1057.536053
181.3,9.5,1078042.215,1078.042215
181.3,10.5,1095833.883,1095.833883
181.3,11.5,1110899.501,1110.899501
181.3,12.5,1123432.273,1123.432273
181.3,13.5,1133739.599,1133.739599
181.3,14.5,1142168.93,1142.16893
181.3,15.5,1149055.364,1149.055364
181.3,16.5,1154690.006,1154.690006
181.3,17.5,1159305.082,1159.305082
181.3,18.5,1163071.105,1163.071105
181.3,19.5,1166101.923,1166.101923
181.3,20.5,1168464.296,1168.464296
181.3,21.5,1170189.526,1170.189526
181.3,22.5,1171285.308,1171.285308
181.3,23.5,1171746.64,1171.74664
181.3,24.5,1171564.683,1171.564683
181.3,25.5,1170733.754,1170.733754
181.3,26.5,1169255.616,1169.255616
181.3,27.5,1167141.891,1167.141891
181.3,28.5,1164414.587,1164.414587
181.3,29.5,1161105.35,1161.10535
181.3,30.5,1157253.859,1157.253859
181.3,31.5,1152905.784,1152.905784
181.3,32.5,1148110.64,1148.11064
181.3,33.5,1142919.775,1142.919775
181.3,34.5,1137384.618,1137.384618
181.3,35.5,1131555.273,1131.555273
181.3,36.5,1125479.461,1125.479461
181.3,37.5,1119201.801,1119.201801
181.3,38.5,1112763.215,1112.763215
181.3,39.5,1106201.09,1106.20109
181.3,40.5,1099548.707,1099.548707
181.3,41.5,1092835.727,1092.835727
181.3,42.5,1086088.21,1086.08821
181.3,43.5,1079328.86,1079.32886
181.3,44.5,1072577.369,1072.577369
181.3,45.5,1065850.523,1065.850523
181.3,46.5,1059162.714,1059.162714
181.3,47.5,1052525.764,1052.525764
181.3,48.5,1045950.91,1045.95091
181.3,49.5,1039444.888,1039.444888
181.3,50.5,1033015.665,1033.015665
181.3,51.5,1026668.513,1026.668513
181.3,52.5,1020407.822,1020.407822
181.3,53.5,1014236.993,1014.236993
181.3,54.5,1008158.568,1008.158568
181.3,55.5,1002174.362,1002.174362
181.3,56.5,996285.5599,996.2855599
181.3,57.5,990492.8164,990.4928164
181.3,58.5,984796.3355,984.7963355
181.3,59.5,979195.9226,979.1959226
181.3,60.5,973691.1263,973.6911263
181.3,61.5,968281.1203,968.2811203
181.3,62.5,962964.9628,962.9649628
181.3,63.5,957741.4401,957.7414401
181.3,64.5,952609.7452,952.6097452
181.3,65.5,947566.6287,947.5666287
181.3,66.5,942613.1335,942.6131335
181.3,67.5,937739.0144,937.7390144
181.3,68.5,932971.3227,932.9713227
181.3,69.5,928265.6126,928.2656126
181.3,70.5,923648.7376,923.6487376
181.3,71.5,919111.8939,919.1118939
181.3,72.5,914653.1648,914.6531648
181.3,73.5,910270.9439,910.2709439
181.3,74.5,905960.2394,905.9602394
181.3,75.5,901732.1362,901.7321362
181.3,76.5,897565.7172,897.5657172
181.3,77.5,893472.1014,893.4721014
181.3,78.5,889446.2513,889.4462513
181.3,79.5,885487.2385,885.4872385
181.3,80.5,881592.3523,881.5923523
181.3,81.5,877760.8135,877.7608135
181.3,82.5,873990.7015,873.9907015
181.3,83.5,870280.7834,870.2807834
181.3,84.5,866629.2088,866.6292088
181.3,85.5,863034.707,863.034707
181.3,86.5,859496.0991,859.4960991
181.3,87.5,856010.5746,856.0105746
181.3,88.5,852578.7309,852.5787309
181.3,89.5,849197.7138,849.1977138
181.3,90.5,845866.6096,845.8666096
181.3,91.5,842582.9797,842.5829797
181.3,92.5,839348.0125,839.3480125
181.3,93.5,836156.0578,836.1560578
181.3,94.5,833007.9506,833.0079506
181.3,95.5,829900.635,829.900635
181.3,96.5,826830.6217,826.8306217
181.3,97.5,823792.4652,823.7924652
181.3,98.5,820772.6319,820.7726319
181.3,99.5,817574.0467,817.5740467
181.4,-99.5,817451.5731,817.4515731
181.4,-98.5,820650.9887,820.6509887
181.4,-97.5,823670.5993,823.6705993
181.4,-96.5,826708.6776,826.7086776
181.4,-95.5,829778.6874,829.7786874
181.4,-94.5,832886.1363,832.8861363
181.4,-93.5,836049.079,836.049079
181.4,-92.5,839210.8275,839.2108275
181.4,-91.5,842461.8754,842.4618754
181.4,-90.5,845744.8647,845.7448647
181.4,-89.5,849076.1199,849.0761199
181.4,-88.5,852457.134,852.457134
181.4,-87.5,855889.364,855.889364
181.4,-86.5,859374.2518,859.3742518
181.4,-85.5,862913.2382,862.9132382
181.4,-84.5,866507.7724,866.5077724
181.4,-83.5,870159.3184,870.1593184
181.4,-82.5,873869.3596,873.8693596
181.4,-81.5,877639.4018,877.6394018
181.4,-80.5,881470.9755,881.4709755
181.4,-79.5,885365.6377,885.3656377
181.4,-78.5,889324.9713,889.3249713
181.4,-77.5,893350.5869,893.3505869
181.4,-76.5,897444.1192,897.4441192
181.4,-75.5,901607.2308,901.6072308
181.4,-74.5,905841.6046,905.8416046
181.4,-73.5,910148.9447,910.1489447
181.4,-72.5,914530.9722,914.5309722
181.4,-71.5,918989.4207,918.9894207
181.4,-70.5,923526.0309,923.5260309
181.4,-69.5,928142.9005,928.1429005
181.4,-68.5,932841.5019,932.8415019
181.4,-67.5,937621.0438,937.6210438
181.4,-66.5,942489.6662,942.4896662
181.4,-65.5,947441.7155,947.4417155
181.4,-64.5,952482.9543,952.4829543
181.4,-63.5,957614.9184,957.6149184
181.4,-62.5,962837.5122,962.8375122
181.4,-61.5,968152.646,968.152646
181.4,-60.5,973561.4731,973.5614731
181.4,-59.5,979064.9634,979.0649634
181.4,-58.5,984663.8637,984.6638637
181.4,-57.5,990358.6507,990.3586507
181.4,-56.5,996149.4797,996.1494797
181.4,-55.5,1002036.122,1002.036122
181.4,-54.5,1008017.893,1008.017893
181.4,-53.5,1014093.574,1014.093574
181.4,-52.5,1020261.313,1020.261313
181.4,-51.5,1026518.526,1026.518526
181.4,-50.5,1032861.764,1032.861764
181.4,-49.5,1039286.577,1039.286577
181.4,-48.5,1045787.373,1045.787373
181.4,-47.5,1052357.219,1052.357219
181.4,-46.5,1058987.583,1058.987583
181.4,-45.5,1065668.355,1065.668355
181.4,-44.5,1072387.254,1072.387254
181.4,-43.5,1079129.843,1079.129843
181.4,-42.5,1085879.146,1085.879146
181.4,-41.5,1092615.381,1092.615381
181.4,-40.5,1099315.68,1099.31568
181.4,-39.5,1105953.817,1105.953817
181.4,-38.5,1112499.975,1112.499975
181.4,-37.5,1118920.567,1118.920567
181.4,-36.5,1125178.144,1125.178144
181.4,-35.5,1131231.452,1131.231452
181.4,-34.5,1137035.647,1137.035647
181.4,-33.5,1142543.332,1142.543332
181.4,-32.5,1147701.848,1147.701848
181.4,-31.5,1152463.011,1152.463011
181.4,-30.5,1156772.818,1156.772818
181.4,-29.5,1160582.233,1160.582233
181.4,-28.5,1163845.376,1163.845376
181.4,-27.5,1166522.463,1166.522463
181.4,-26.5,1168581.85,1168.58185
181.4,-25.5,1170001.575,1170.001575
181.4,-24.5,1170770.237,1170.770237
181.4,-23.5,1170886.384,1170.886384
181.4,-22.5,1170356.204,1170.356204
181.4,-21.5,1169189.122,1169.189122
181.4,-20.5,1167390.959,1167.390959
181.4,-19.5,1164954.948,1164.954948
181.4,-18.5,1161850.871,1161.850871
181.4,-17.5,1158013.176,1158.013176
181.4,-16.5,1153329.366,1153.329366
181.4,-15.5,1147630.358,1147.630358
181.4,-14.5,1140685.475,1140.685475
181.4,-13.5,1132205.21,1132.20521
181.4,-12.5,1121856.04,1121.85604
181.4,-11.5,1109292.037,1109.292037
181.4,-10.5,1094207.124,1094.207124
181.4,-9.5,1076408.715,1076.408715
181.4,-8.5,1055908.9,1055.9089
181.4,-7.5,1033015.161,1033.015161
181.4,-6.5,1008400.124,1008.400124
181.4,-5.5,983118.2935,983.1182935
181.4,-4.5,958549.7675,958.5497675
181.4,-3.5,936268.6625,936.2686625
181.4,-2.5,917858.6115,917.8586115
181.4,-1.5,904714.4324,904.7144324
181.4,-0.5,897868.6602,897.8686602
181.4,0.5,897868.6602,897.8686602
181.4,1.5,904714.4324,904.7144324
181.4,2.5,917858.6115,917.8586115
181.4,3.5,936268.6626,936.2686626
181.4,4.5,958549.7709,958.5497709
181.4,5.5,983118.2904,983.1182904
181.4,6.5,1008400.126,1008.400126
181.4,7.5,1033015.158,1033.015158
181.4,8.5,1055908.9,1055.9089
181.4,9.5,1076408.773,1076.408773
181.4,10.5,1094207.066,1094.207066
181.4,11.5,1109292.037,1109.292037
181.4,12.5,1121856.04,1121.85604
181.4,13.5,1132205.206,1132.205206
181.4,14.5,1140685.478,1140.685478
181.4,15.5,1147630.359,1147.630359
181.4,16.5,1153329.363,1153.329363
181.4,17.5,1158013.178,1158.013178
181.4,18.5,1161850.87,1161.85087
181.4,19.5,1164954.949,1164.954949
181.4,20.5,1167390.96,1167.39096
181.4,21.5,1169189.122,1169.189122
181.4,22.5,1170356.195,1170.356195
181.4,23.5,1170886.389,1170.886389
181.4,24.5,1170770.238,1170.770238
181.4,25.5,1170001.579,1170.001579
181.4,26.5,1168581.848,1168.581848
181.4,27.5,1166522.468,1166.522468
181.4,28.5,1163845.373,1163.845373
181.4,29.5,1160582.231,1160.582231
181.4,30.5,1156772.823,1156.772823
181.4,31.5,1152462.983,1152.462983
181.4,32.5,1147702.436,1147.702436
181.4,33.5,1142542.764,1142.542764
181.4,34.5,1137035.65,1137.03565
181.4,35.5,1131231.452,1131.231452
181.4,36.5,1125178.145,1125.178145
181.4,37.5,1118920.593,1118.920593
181.4,38.5,1112499.949,1112.499949
181.4,39.5,1105953.817,1105.953817
181.4,40.5,1099315.68,1099.31568
181.4,41.5,1092615.381,1092.615381
181.4,42.5,1085879.146,1085.879146
181.4,43.5,1079129.832,1079.129832
181.4,44.5,1072387.265,1072.387265
181.4,45.5,1065668.355,1065.668355
181.4,46.5,1058987.601,1058.987601
181.4,47.5,1052356.925,1052.356925
181.4,48.5,1045787.645,1045.787645
181.4,49.5,1039286.581,1039.286581
181.4,50.5,1032861.763,1032.861763
181.4,51.5,1026518.527,1026.518527
181.4,52.5,1020261.314,1020.261314
181.4,53.5,1014093.574,1014.093574
181.4,54.5,1008017.893,1008.017893
181.4,55.5,1002036.122,1002.036122
181.4,56.5,996149.4797,996.1494797
181.4,57.5,990358.6507,990.3586507
181.4,58.5,984663.8654,984.6638654
181.4,59.5,979064.9528,979.0649528
181.4,60.5,973561.4821,973.5614821
181.4,61.5,968152.646,968.152646
181.4,62.5,962837.5191,962.8375191
181.4,63.5,957614.9026,957.6149026
181.4,64.5,952484.0014,952.4840014
181.4,65.5,947441.5827,947.4415827
181.4,66.5,942488.6927,942.4886927
181.4,67.5,937615.0677,937.6150677
181.4,68.5,932847.8993,932.8478993
181.4,69.5,928142.5484,928.1425484
181.4,70.5,923526.0097,923.5260097
181.4,71.5,918989.4516,918.9894516
181.4,72.5,914530.9633,914.5309633
181.4,73.5,910148.943,910.148943
181.4,74.5,905838.3884,905.8383884
181.4,75.5,901610.4483,901.6104483
181.4,76.5,897444.1194,897.4441194
181.4,77.5,893350.5838,893.3505838
181.4,78.5,889324.7913,889.3247913
181.4,79.5,885365.8192,885.3658192
181.4,80.5,881470.9542,881.4709542
181.4,81.5,877639.4231,877.6394231
181.4,82.5,873869.3062,873.8693062
181.4,83.5,870159.3719,870.1593719
181.4,84.5,866507.7724,866.5077724
181.4,85.5,862913.2382,862.9132382
181.4,86.5,859374.5907,859.3745907
181.4,87.5,855889.0251,855.8890251
181.4,88.5,852457.134,852.457134
181.4,89.5,849076.0689,849.0760689
181.4,90.5,845744.9157,845.7449157
181.4,91.5,842461.2402,842.4612402
181.4,92.5,839226.2248,839.2262248
181.4,93.5,836034.2323,836.0342323
181.4,94.5,832886.093,832.886093
181.4,95.5,829778.7568,829.7787568
181.4,96.5,826708.7415,826.7087415
181.4,97.5,823670.6146,823.6706146
181.4,98.5,820650.8758,820.6508758
181.4,99.5,817452.9967,817.4529967
181.5,-99.5,817330.526,817.330526
181.5,-98.5,820529.2334,820.5292334
181.5,-97.5,823548.7487,823.5487487
181.5,-96.5,826586.7977,826.5867977
181.5,-95.5,829656.8094,829.6568094
181.5,-94.5,832764.2785,832.7642785
181.5,-93.5,835927.3222,835.9273222
181.5,-92.5,839088.9726,839.0889726
181.5,-91.5,842340.1342,842.3401342
181.5,-90.5,845623.171,845.623171
181.5,-89.5,848954.4748,848.9544748
181.5,-88.5,852335.5372,852.3355372
181.5,-87.5,855767.8135,855.7678135
181.5,-86.5,859252.7444,859.2527444
181.5,-85.5,862791.7693,862.7917693
181.5,-84.5,866386.3361,866.3863361
181.5,-83.5,870037.9071,870.0379071
181.5,-82.5,873747.9641,873.7479641
181.5,-81.5,877518.0114,877.5180114
181.5,-80.5,881349.5775,881.3495775
181.5,-79.5,885244.2175,885.2442175
181.5,-78.5,889203.5121,889.2035121
181.5,-77.5,893229.0694,893.2290694
181.5,-76.5,897322.5214,897.3225214
181.5,-75.5,901485.528,901.485528
181.5,-74.5,905719.7686,905.7197686
181.5,-73.5,910026.9438,910.0269438
181.5,-72.5,914408.7707,914.4087707
181.5,-71.5,918866.9784,918.8669784
181.5,-70.5,923403.3029,923.4033029
181.5,-69.5,928019.838,928.019838
181.5,-68.5,932718.0486,932.7180486
181.5,-67.5,937497.1251,937.4971251
181.5,-66.5,942365.2299,942.3652299
181.5,-65.5,947316.667,947.316667
181.5,-64.5,952357.2088,952.3572088
181.5,-63.5,957488.3807,957.4883807
181.5,-62.5,962710.0685,962.7100685
181.5,-61.5,968024.1717,968.0241717
181.5,-60.5,973431.829,973.431829
181.5,-59.5,978933.9935,978.9339935
181.5,-58.5,984531.3937,984.5313937
181.5,-57.5,990224.4851,990.2244851
181.5,-56.5,996013.3995,996.0133995
181.5,-55.5,1001897.882,1001.897882
181.5,-54.5,1007877.218,1007.877218
181.5,-53.5,1013950.155,1013.950155
181.5,-52.5,1020114.805,1020.114805
181.5,-51.5,1026368.54,1026.36854
181.5,-50.5,1032707.862,1032.707862
181.5,-49.5,1039128.27,1039.12827
181.5,-48.5,1045624.109,1045.624109
181.5,-47.5,1052188.379,1052.188379
181.5,-46.5,1058812.471,1058.812471
181.5,-45.5,1065486.187,1065.486187
181.5,-44.5,1072197.15,1072.19715
181.5,-43.5,1078930.814,1078.930814
181.5,-42.5,1085670.081,1085.670081
181.5,-41.5,1092395.034,1092.395034
181.5,-40.5,1099082.652,1099.082652
181.5,-39.5,1105706.545,1105.706545
181.5,-38.5,1112236.709,1112.236709
181.5,-37.5,1118639.359,1118.639359
181.5,-36.5,1124876.828,1124.876828
181.5,-35.5,1130907.631,1130.907631
181.5,-34.5,1136686.679,1136.686679
181.5,-33.5,1142166.32,1142.16632
181.5,-32.5,1147293.645,1147.293645
181.5,-31.5,1152020.21,1152.02021
181.5,-30.5,1156291.781,1156.291781
181.5,-29.5,1160059.113,1160.059113
181.5,-28.5,1163276.162,1163.276162
181.5,-27.5,1165903.041,1165.903041
181.5,-26.5,1167908.082,1167.908082
181.5,-25.5,1169269.4,1169.2694
181.5,-24.5,1169975.791,1169.975791
181.5,-23.5,1170026.134,1170.026134
181.5,-22.5,1169427.091,1169.427091
181.5,-21.5,1168188.718,1168.188718
181.5,-20.5,1166317.623,1166.317623
181.5,-19.5,1163807.974,1163.807974
181.5,-18.5,1160630.636,1160.630636
181.5,-17.5,1156721.272,1156.721272
181.5,-16.5,1151968.723,1151.968723
181.5,-15.5,1146205.354,1146.205354
181.5,-14.5,1139202.022,1139.202022
181.5,-13.5,1130670.816,1130.670816
181.5,-12.5,1120279.808,1120.279808
181.5,-11.5,1107684.572,1107.684572
181.5,-10.5,1092580.307,1092.580307
181.5,-9.5,1074775.274,1074.775274
181.5,-8.5,1054281.746,1054.281746
181.5,-7.5,1031406.494,1031.406494
181.5,-6.5,1006820.354,1006.820354
181.5,-5.5,981574.9375,981.5749375
181.5,-4.5,957046.5164,957.0465164
181.5,-3.5,934804.8246,934.8048246
181.5,-2.5,916429.0778,916.4290778
181.5,-1.5,903310.2001,903.3102001
181.5,-0.5,896477.8431,896.4778431
181.5,0.5,896477.8431,896.4778431
181.5,1.5,903310.2001,903.3102001
181.5,2.5,916429.0778,916.4290778
181.5,3.5,934804.8247,934.8048247
181.5,4.5,957046.5198,957.0465198
181.5,5.5,981574.9344,981.5749344
181.5,6.5,1006820.356,1006.820356
181.5,7.5,1031406.491,1031.406491
181.5,8.5,1054281.747,1054.281747
181.5,9.5,1074775.332,1074.775332
181.5,10.5,1092580.249,1092.580249
181.5,11.5,1107684.572,1107.684572
181.5,12.5,1120279.808,1120.279808
181.5,13.5,1130670.812,1130.670812
181.5,14.5,1139202.025,1139.202025
181.5,15.5,1146205.354,1146.205354
181.5,16.5,1151968.72,1151.96872
181.5,17.5,1156721.274,1156.721274
181.5,18.5,1160630.636,1160.630636
181.5,19.5,1163807.976,1163.807976
181.5,20.5,1166317.624,1166.317624
181.5,21.5,1168188.719,1168.188719
181.5,22.5,1169427.082,1169.427082
181.5,23.5,1170026.139,1170.026139
181.5,24.5,1169975.792,1169.975792
181.5,25.5,1169269.405,1169.269405
181.5,26.5,1167908.079,1167.908079
181.5,27.5,1165903.046,1165.903046
181.5,28.5,1163276.159,1163.276159
181.5,29.5,1160059.111,1160.059111
181.5,30.5,1156291.786,1156.291786
181.5,31.5,1152020.182,1152.020182
181.5,32.5,1147294.231,1147.294231
181.5,33.5,1142165.753,1142.165753
181.5,34.5,1136686.681,1136.686681
181.5,35.5,1130907.631,1130.907631
181.5,36.5,1124876.829,1124.876829
181.5,37.5,1118639.385,1118.639385
181.5,38.5,1112236.683,1112.236683
181.5,39.5,1105706.545,1105.706545
181.5,40.5,1099082.652,1099.082652
181.5,41.5,1092395.034,1092.395034
181.5,42.5,1085670.081,1085.670081
181.5,43.5,1078930.803,1078.930803
181.5,44.5,1072197.161,1072.197161
181.5,45.5,1065486.187,1065.486187
181.5,46.5,1058812.489,1058.812489
181.5,47.5,1052188.086,1052.188086
181.5,48.5,1045624.38,1045.62438
181.5,49.5,1039128.273,1039.128273
181.5,50.5,1032707.862,1032.707862
181.5,51.5,1026368.54,1026.36854
181.5,52.5,1020114.805,1020.114805
181.5,53.5,1013950.155,1013.950155
181.5,54.5,1007877.218,1007.877218
181.5,55.5,1001897.882,1001.897882
181.5,56.5,996013.3995,996.0133995
181.5,57.5,990224.4851,990.2244851
181.5,58.5,984531.3953,984.5313953
181.5,59.5,978933.9829,978.9339829
181.5,60.5,973431.8379,973.4318379
181.5,61.5,968024.1716,968.0241716
181.5,62.5,962710.0753,962.7100753
181.5,63.5,957488.365,957.488365
181.5,64.5,952358.2575,952.3582575
181.5,65.5,947316.5366,947.3165366
181.5,66.5,942364.2518,942.3642518
181.5,67.5,937491.1211,937.4911211
181.5,68.5,932724.4759,932.7244759
181.5,69.5,928019.4842,928.0194842
181.5,70.5,923403.2818,923.4032818
181.5,71.5,918867.0093,918.8670093
181.5,72.5,914408.7618,914.4087618
181.5,73.5,910026.9421,910.0269421
181.5,74.5,905716.5373,905.7165373
181.5,75.5,901488.7605,901.4887605
181.5,76.5,897322.5217,897.3225217
181.5,77.5,893229.0663,893.2290663
181.5,78.5,889203.3312,889.2033312
181.5,79.5,885244.3999,885.2443999
181.5,80.5,881349.5561,881.3495561
181.5,81.5,877518.0328,877.5180328
181.5,82.5,873747.9108,873.7479108
181.5,83.5,870037.9603,870.0379603
181.5,84.5,866386.3361,866.3863361
181.5,85.5,862791.7693,862.7917693
181.5,86.5,859253.0824,859.2530824
181.5,87.5,855767.4755,855.7674755
181.5,88.5,852335.5372,852.3355372
181.5,89.5,848954.424,848.954424
181.5,90.5,845623.2218,845.6232218
181.5,91.5,842339.5008,842.3395008
181.5,92.5,839104.4371,839.1044371
181.5,93.5,835912.4069,835.9124069
181.5,94.5,832764.2354,832.7642354
181.5,95.5,829656.8786,829.6568786
181.5,96.5,826586.8614,826.5868614
181.5,97.5,823548.764,823.548764
181.5,98.5,820529.1197,820.5291197
181.5,99.5,817331.9468,817.3319468
181.6,-99.5,817209.479,817.209479
181.6,-98.5,820407.4781,820.4074781
181.6,-97.5,823426.898,823.426898
181.6,-96.5,826464.9177,826.4649177
181.6,-95.5,829534.9314,829.5349314
181.6,-94.5,832642.4208,832.6424208
181.6,-93.5,835805.5655,835.8055655
181.6,-92.5,838967.1176,838.9671176
181.6,-91.5,842218.3929,842.2183929
181.6,-90.5,845501.4773,845.5014773
181.6,-89.5,848832.8297,848.8328297
181.6,-88.5,852213.9403,852.2139403
181.6,-87.5,855646.263,855.646263
181.6,-86.5,859131.237,859.131237
181.6,-85.5,862670.3005,862.6703005
181.6,-84.5,866264.8997,866.2648997
181.6,-83.5,869916.4957,869.9164957
181.6,-82.5,873626.5686,873.6265686
181.6,-81.5,877396.6209,877.3966209
181.6,-80.5,881228.1796,881.2281796
181.6,-79.5,885122.7974,885.1227974
181.6,-78.5,889082.0528,889.0820528
181.6,-77.5,893107.5518,893.1075518
181.6,-76.5,897200.9236,897.2009236
181.6,-75.5,901363.8251,901.3638251
181.6,-74.5,905597.9326,905.5979326
181.6,-73.5,909904.9429,909.9049429
181.6,-72.5,914286.5692,914.2865692
181.6,-71.5,918744.5362,918.7445362
181.6,-70.5,923280.575,923.280575
181.6,-69.5,927896.7754,927.8967754
181.6,-68.5,932594.5953,932.5945953
181.6,-67.5,937373.2064,937.3732064
181.6,-66.5,942240.7936,942.2407936
181.6,-65.5,947191.6184,947.1916184
181.6,-64.5,952231.4633,952.2314633
181.6,-63.5,957361.8431,957.3618431
181.6,-62.5,962582.6247,962.5826247
181.6,-61.5,967895.6973,967.8956973
181.6,-60.5,973302.1848,973.3021848
181.6,-59.5,978803.0236,978.8030236
181.6,-58.5,984398.9236,984.3989236
181.6,-57.5,990090.3194,990.0903194
181.6,-56.5,995877.3194,995.8773194
181.6,-55.5,1001759.642,1001.759642
181.6,-54.5,1007736.543,1007.736543
181.6,-53.5,1013806.737,1013.806737
181.6,-52.5,1019968.297,1019.968297
181.6,-51.5,1026218.553,1026.218553
181.6,-50.5,1032553.96,1032.55396
181.6,-49.5,1038969.963,1038.969963
181.6,-48.5,1045460.845,1045.460845
181.6,-47.5,1052019.539,1052.019539
181.6,-46.5,1058637.358,1058.637358
181.6,-45.5,1065304.019,1065.304019
181.6,-44.5,1072007.046,1072.007046
181.6,-43.5,1078731.786,1078.731786
181.6,-42.5,1085461.017,1085.461017
181.6,-41.5,1092174.687,1092.174687
181.6,-40.5,1098849.625,1098.849625
181.6,-39.5,1105459.272,1105.459272
181.6,-38.5,1111973.443,1111.973443
181.6,-37.5,1118358.151,1118.358151
181.6,-36.5,1124575.512,1124.575512
181.6,-35.5,1130583.81,1130.58381
181.6,-34.5,1136337.71,1136.33771
181.6,-33.5,1141789.308,1141.789308
181.6,-32.5,1146885.442,1146.885442
181.6,-31.5,1151577.409,1151.577409
181.6,-30.5,1155810.744,1155.810744
181.6,-29.5,1159535.993,1159.535993
181.6,-28.5,1162706.949,1162.706949
181.6,-27.5,1165283.619,1165.283619
181.6,-26.5,1167234.314,1167.234314
181.6,-25.5,1168537.226,1168.537226
181.6,-24.5,1169181.346,1169.181346
181.6,-23.5,1169165.884,1169.165884
181.6,-22.5,1168497.978,1168.497978
181.6,-21.5,1167188.314,1167.188314
181.6,-20.5,1165244.287,1165.244287
181.6,-19.5,1162661.001,1162.661001
181.6,-18.5,1159410.401,1159.410401
181.6,-17.5,1155429.368,1155.429368
181.6,-16.5,1150608.08,1150.60808
181.6,-15.5,1144780.349,1144.780349
181.6,-14.5,1137718.569,1137.718569
181.6,-13.5,1129136.422,1129.136422
181.6,-12.5,1118703.575,1118.703575
181.6,-11.5,1106077.107,1106.077107
181.6,-10.5,1090953.49,1090.95349
181.6,-9.5,1073141.832,1073.141832
181.6,-8.5,1052654.593,1052.654593
181.6,-7.5,1029797.827,1029.797827
181.6,-6.5,1005240.584,1005.240584
181.6,-5.5,980031.5815,980.0315815
181.6,-4.5,955543.2654,955.5432654
181.6,-3.5,933340.9867,933.3409867
181.6,-2.5,914999.544,914.999544
181.6,-1.5,901905.9679,901.9059679
181.6,-0.5,895087.0261,895.0870261
181.6,0.5,895087.0261,895.0870261
181.6,1.5,901905.9679,901.9059679
181.6,2.5,914999.544,914.999544
181.6,3.5,933340.9868,933.3409868
181.6,4.5,955543.2688,955.5432688
181.6,5.5,980031.5784,980.0315784
181.6,6.5,1005240.586,1005.240586
181.6,7.5,1029797.824,1029.797824
181.6,8.5,1052654.593,1052.654593
181.6,9.5,1073141.89,1073.14189
181.6,10.5,1090953.432,1090.953432
181.6,11.5,1106077.107,1106.077107
181.6,12.5,1118703.575,1118.703575
181.6,13.5,1129136.419,1129.136419
181.6,14.5,1137718.572,1137.718572
181.6,15.5,1144780.35,1144.78035
181.6,16.5,1150608.077,1150.608077
181.6,17.5,1155429.37,1155.42937
181.6,18.5,1159410.401,1159.410401
181.6,19.5,1162661.002,1162.661002
181.6,20.5,1165244.288,1165.244288
181.6,21.5,1167188.315,1167.188315
181.6,22.5,1168497.968,1168.497968
181.6,23.5,1169165.889,1169.165889
181.6,24.5,1169181.347,1169.181347
181.6,25.5,1168537.23,1168.53723
181.6,26.5,1167234.311,1167.234311
181.6,27.5,1165283.624,1165.283624
181.6,28.5,1162706.946,1162.706946
181.6,29.5,1159535.992,1159.535992
181.6,30.5,1155810.749,1155.810749
181.6,31.5,1151577.38,1151.57738
181.6,32.5,1146886.027,1146.886027
181.6,33.5,1141788.743,1141.788743
181.6,34.5,1136337.713,1136.337713
181.6,35.5,1130583.809,1130.583809
181.6,36.5,1124575.513,1124.575513
181.6,37.5,1118358.177,1118.358177
181.6,38.5,1111973.417,1111.973417
181.6,39.5,1105459.273,1105.459273
181.6,40.5,1098849.625,1098.849625
181.6,41.5,1092174.687,1092.174687
181.6,42.5,1085461.017,1085.461017
181.6,43.5,1078731.775,1078.731775
181.6,44.5,1072007.057,1072.007057
181.6,45.5,1065304.019,1065.304019
181.6,46.5,1058637.376,1058.637376
