water_depth_m,u_mid_m,Kz_N_per_m,Kz_kN_per_m
205.0,-11.5,64471.21383545167,64.47121383545168
205.0,-10.5,64750.8699627134,64.7508699627134
205.0,-9.5,65024.83824258775,65.02483824258775
205.0,-8.5,65293.124776119934,65.29312477611994
205.0,-7.5,65555.7406219998,65.55574062199979
205.0,-6.5,65812.70162563221,65.81270162563222
205.0,-5.5,66064.02823202283,66.06402823202284
205.0,-4.5,66309.74528533236,66.30974528533237
205.0,-3.5,66549.88181644508,66.54988181644508
205.0,-2.5,66784.47082082364,66.78447082082364
205.0,-1.5,67013.54902842046,67.01354902842046
205.0,-0.5,67237.15666828596,67.23715666828596
205.0,0.5,67455.33722845688,67.45533722845687
205.0,1.5,67668.13721449478,67.66813721449478
205.0,2.5,67875.60590735248,67.87560590735248
205.0,3.5,68077.79512270524,68.07779512270524
205.0,4.5,68274.75897310537,68.27475897310538
205.0,5.5,68466.55363458906,68.46655363458906
205.0,6.5,68653.2371187683,68.6532371187683
205.0,7.5,68834.86905186324,68.83486905186324
205.0,8.5,69011.5104611007,69.0115104611007
205.0,9.5,69183.2235703104,69.18322357031039
205.1,-24.5,60287.77048505035,60.28777048505035
205.1,-23.5,60639.14600466246,60.639146004662464
205.1,-22.5,60985.26950110494,60.985269501104945
205.1,-21.5,61326.07702898305,61.32607702898305
205.1,-20.5,61661.50974347938,61.66150974347938
205.1,-19.5,61991.514038229725,61.991514038229724
205.1,-18.5,62316.04165736577,62.31604165736577
205.1,-17.5,62635.049781626716,62.63504978162672
205.1,-16.5,62948.50108895621,62.94850108895621
205.1,-15.5,63256.36378848479,63.25636378848479
205.1,-14.5,63558.61162854861,63.55861162854861
205.1,-13.5,63855.22387903257,63.85522387903257
205.1,-12.5,64146.18528844982,64.14618528844983
205.1,-11.5,64431.48601666857,64.43148601666857
205.1,-10.5,64711.121544532914,64.71112154453292
205.1,-9.5,64985.09256092543,64.98509256092542
205.1,-8.5,65253.404830044834,65.25340483004483
205.1,-7.5,65516.06903869851,65.5160690386985
205.1,-6.5,65773.10062702495,65.77310062702495
205.1,-5.5,66024.5196031554,66.0245196031554
205.1,-4.5,66270.35034464995,66.27035034464996
205.1,-3.5,66510.62138803981,66.51062138803981
205.1,-2.5,66745.36520872997,66.74536520872996
205.1,-1.5,66974.61799301709,66.97461799301709
205.1,-0.5,67198.41940484555,67.19841940484555
205.1,0.5,67416.81234786971,67.41681234786971
205.1,1.5,67629.84272617754,67.62984272617754
205.1,2.5,67837.55920433823,67.83755920433823
205.1,3.5,68040.01296889641,68.0400129688964
205.1,4.5,68237.25749266054,68.23725749266055
205.1,5.5,68429.34830339895,68.42934830339895
205.1,6.5,68616.3427579708,68.6163427579708
205.1,7.5,68798.2998233333,68.79829982333331
205.1,8.5,68975.2798648421,68.97527986484211
205.1,9.5,69147.34444367512,69.14734444367511
205.2,-24.5,60250.51626816244,60.25051626816244
205.2,-23.5,60601.55510964188,60.60155510964188
205.2,-22.5,60947.3660062947,60.9473660062947
205.2,-21.5,61287.885203365935,61.28788520336594
205.2,-20.5,61623.0540065398,61.6230540065398
205.2,-19.5,61952.81891897354,61.95281891897354
205.2,-18.5,62277.131752708956,62.277131752708954
205.2,-17.5,62595.94971436339,62.59594971436339
205.2,-16.5,62909.235465519174,62.909235465519174
205.2,-15.5,63216.95715671104,63.21695715671104
205.2,-14.5,63519.08843566451,63.519088435664514
205.2,-13.5,63815.60843006612,63.81560843006611
205.2,-12.5,64106.50170527643,64.10650170527643
205.2,-11.5,64391.75819788547,64.39175819788547
205.2,-10.5,64671.37312635243,64.67137312635244
205.2,-9.5,64945.3468792631,64.9453468792631
205.2,-8.5,65213.684883969734,65.21368488396973
205.2,-7.5,65476.39745539722,65.47639745539722
205.2,-6.5,65733.49962841772,65.73349962841772
205.2,-5.5,65985.01097428796,65.98501097428796
205.2,-4.5,66230.95540396756,66.23095540396756
205.2,-3.5,66471.36095963453,66.47136095963454
205.2,-2.5,66706.2595966363,66.7062595966363
205.2,-1.5,66935.68695761373,66.93568695761373
205.2,-0.5,67159.68214140515,67.15968214140516
205.2,0.5,67378.28746728253,67.37828746728253
205.2,1.5,67591.54823786029,67.5915482378603
205.2,2.5,67799.51250132399,67.79951250132399
205.2,3.5,68002.23081508758,68.00223081508757
205.2,4.5,68199.75601221572,68.19975601221572
205.2,5.5,68392.14297220885,68.39214297220884
205.2,6.5,68579.44839717328,68.57944839717328
205.2,7.5,68761.73059480338,68.76173059480338
205.2,8.5,68939.0492685835,68.9390492685835
205.2,9.5,69111.46531703984,69.11146531703984
205.3,-24.5,60213.26205127453,60.213262051274526
205.3,-23.5,60563.96421462129,60.563964214621286
205.3,-22.5,60909.46251148444,60.90946251148444
205.3,-21.5,61249.693377748816,61.24969337774881
205.3,-20.5,61584.59826960022,61.58459826960022
205.3,-19.5,61914.12379971733,61.91412379971733
205.3,-18.5,62238.221848052126,62.23822184805213
205.3,-17.5,62556.84964710005,62.556849647100044
205.3,-16.5,62869.96984208214,62.869969842082135
205.3,-15.5,63177.55052493728,63.17755052493728
205.3,-14.5,63479.56524278039,63.47956524278039
205.3,-13.5,63775.992981099655,63.775992981099655
205.3,-12.5,64066.818122103025,64.06681812210303
205.3,-11.5,64352.030379102354,64.35203037910236
205.3,-10.5,64631.624708171934,64.63162470817193
205.3,-9.5,64905.60119760076,64.90560119760076
205.3,-8.5,65173.96493789462,65.17396493789462
205.3,-7.5,65436.72587209592,65.43672587209592
205.3,-6.5,65693.89862981046,65.69389862981046
205.3,-5.5,65945.5023454205,65.9455023454205
205.3,-4.5,66191.56046328515,66.19156046328514
205.3,-3.5,66432.10053122925,66.43210053122925
205.3,-2.5,66667.15398454262,66.66715398454262
205.3,-1.5,66896.75592221034,66.89675592221035
205.3,-0.5,67120.94487796474,67.12094487796473
205.3,0.5,67339.76258669535,67.33976258669534
205.3,1.5,67553.25374954303,67.55325374954303
205.3,2.5,67761.46579830974,67.76146579830974
205.3,3.5,67964.44866127874,67.96444866127874
205.3,4.5,68162.25453177087,68.16225453177087
205.3,5.5,68354.93764101874,68.35493764101874
205.3,6.5,68542.55403637575,68.54255403637575
205.3,7.5,68725.16136627345,68.72516136627344
205.3,8.5,68902.81867232491,68.90281867232491
205.3,9.5,69075.58619040456,69.07558619040456
205.4,-24.5,60176.00783438662,60.17600783438662
205.4,-23.5,60526.373319600694,60.526373319600694
205.4,-22.5,60871.55901667419,60.87155901667419
205.4,-21.5,61211.50155213171,61.21150155213171
205.4,-20.5,61546.14253266064,61.54614253266064
205.4,-19.5,61875.42868046115,61.87542868046115
205.4,-18.5,62199.31194339531,62.19931194339531
205.4,-17.5,62517.749579836716,62.51774957983672
205.4,-16.5,62830.7042186451,62.8307042186451
205.4,-15.5,63138.143893163535,63.13814389316354
205.4,-14.5,63440.04204989628,63.44004204989628
205.4,-13.5,63736.37753213321,63.736377532133204
205.4,-12.5,64027.13453892964,64.02713453892964
205.4,-11.5,64312.30256031925,64.31230256031925
205.4,-10.5,64591.87628999145,64.59187628999145
205.4,-9.5,64865.855515938434,64.86585551593843
205.4,-8.5,65134.24499181953,65.13424499181953
205.4,-7.5,65397.054288794636,65.39705428879464
205.4,-6.5,65654.29763120321,65.6542976312032
205.4,-5.5,65905.99371655306,65.90599371655306
205.4,-4.5,66152.16552260274,66.15216552260273
205.4,-3.5,66392.84010282399,66.392840102824
205.4,-2.5,66628.04837244895,66.62804837244894
205.4,-1.5,66857.82488680698,66.85782488680698
205.4,-0.5,67082.20761452432,67.08220761452432
205.4,0.5,67301.23770610816,67.30123770610817
205.4,1.5,67514.95926122578,67.51495926122578
205.4,2.5,67723.4190952955,67.7234190952955
205.4,3.5,67926.66650746991,67.92666650746992
205.4,4.5,68124.75305132604,68.12475305132604
205.4,5.5,68317.73230982863,68.31773230982863
205.4,6.5,68505.65967557824,68.50565967557824
205.4,7.5,68688.59213774352,68.68859213774351
205.4,8.5,68866.58807606631,68.86658807606631
205.4,9.5,69039.70706376928,69.03970706376928
205.5,-24.5,60138.75361749872,60.138753617498715
205.5,-23.5,60488.78242458012,60.488782424580116
205.5,-22.5,60833.65552186394,60.83365552186394
205.5,-21.5,61173.309726514606,61.1733097265146
205.5,-20.5,61507.686795721056,61.50768679572106
205.5,-19.5,61836.73356120495,61.83673356120495
205.5,-18.5,62160.402038738495,62.160402038738496
205.5,-17.5,62478.64951257339,62.47864951257339
205.5,-16.5,62791.43859520806,62.791438595208064
205.5,-15.5,63098.737261389775,63.09873726138977
205.5,-14.5,63400.51885701217,63.400518857012166
205.5,-13.5,63696.762083166745,63.696762083166746
205.5,-12.5,63987.450955756256,63.98745095575626
205.5,-11.5,64272.574741536155,64.27257474153616
205.5,-10.5,64552.12787181097,64.55212787181097
205.5,-9.5,64826.10983427611,64.82610983427611
205.5,-8.5,65094.52504574443,65.09452504574443
205.5,-7.5,65357.38270549334,65.35738270549334
205.5,-6.5,65614.69663259597,65.61469663259597
205.5,-5.5,65866.4850876856,65.8664850876856
205.5,-4.5,66112.77058192034,66.11277058192034
205.5,-3.5,66353.57967441872,66.35357967441873
205.5,-2.5,66588.94276035528,66.58894276035528
205.5,-1.5,66818.89385140361,66.81889385140362
205.5,-0.5,67043.47035108392,67.04347035108391
205.5,0.5,67262.71282552098,67.26271282552098
205.5,1.5,67476.66477290854,67.47666477290853
205.5,2.5,67685.37239228125,67.68537239228125
205.5,3.5,67888.88435366108,67.88888435366108
205.5,4.5,68087.25157088121,68.08725157088121
205.5,5.5,68280.52697863852,68.28052697863852
205.5,6.5,68468.76531478073,68.46876531478073
205.5,7.5,68652.0229092136,68.6520229092136
205.5,8.5,68830.35747980772,68.83035747980772
205.5,9.5,69003.82793713402,69.00382793713402
205.6,-24.5,60101.49940061081,60.10149940061081
205.6,-23.5,60451.191529559524,60.45119152955952
205.6,-22.5,60795.75202705369,60.795752027053695
205.6,-21.5,61135.117900897494,61.13511790089749
205.6,-20.5,61469.23105878148,61.46923105878148
205.6,-19.5,61798.03844194875,61.798038441948755
205.6,-18.5,62121.49213408168,62.12149213408168
205.6,-17.5,62439.549445310055,62.43954944531006
205.6,-16.5,62752.172971771026,62.752172971771024
205.6,-15.5,63059.33062961603,63.05933062961603
205.6,-14.5,63360.99566412806,63.36099566412806
205.6,-13.5,63657.1466342003,63.657146634200295
205.6,-12.5,63947.767372582864,63.94776737258287
205.6,-11.5,64232.84692275305,64.23284692275305
205.6,-10.5,64512.379453630485,64.51237945363049
205.6,-9.5,64786.36415261378,64.78636415261379
205.6,-8.5,65054.80509966933,65.05480509966932
205.6,-7.5,65317.71112219206,65.31771112219205
205.6,-6.5,65575.0956339887,65.57509563398871
205.6,-5.5,65826.97645881817,65.82697645881817
205.6,-4.5,66073.37564123794,66.07337564123794
205.6,-3.5,66314.31924601345,66.31431924601344
205.6,-2.5,66549.8371482616,66.5498371482616
205.6,-1.5,66779.96281600025,66.77996281600025
205.6,-0.5,67004.73308764352,67.00473308764352
205.6,0.5,67224.1879449338,67.2241879449338
205.6,1.5,67438.37028459129,67.43837028459129
205.6,2.5,67647.325689267,67.647325689267
205.6,3.5,67851.10219985226,67.85110219985226
205.6,4.5,68049.75009043638,68.04975009043639
205.6,5.5,68243.32164744842,68.24332164744843
205.6,6.5,68431.87095398322,68.43187095398322
205.6,7.5,68615.45368068367,68.61545368068367
205.6,8.5,68794.12688354912,68.79412688354913
205.6,9.5,68967.94881049874,68.96794881049874
205.7,-24.5,60064.2451837229,60.0642451837229
205.7,-23.5,60413.60063453894,60.41360063453894
205.7,-22.5,60757.84853224344,60.75784853224344
205.7,-21.5,61096.92607528038,61.09692607528038
205.7,-20.5,61430.7753218419,61.4307753218419
205.7,-19.5,61759.34332269257,61.75934332269257
205.7,-18.5,62082.582229424865,62.082582229424865
205.7,-17.5,62400.44937804673,62.40044937804673
205.7,-16.5,62712.90734833399,62.71290734833399
205.7,-15.5,63019.923997842285,63.019923997842284
205.7,-14.5,63321.47247124395,63.32147247124395
205.7,-13.5,63617.53118523384,63.617531185233844
205.7,-12.5,63908.08378940947,63.908083789409474
205.7,-11.5,64193.11910396995,64.19311910396995
205.7,-10.5,64472.63103545,64.47263103545001
205.7,-9.5,64746.61847095145,64.74661847095145
205.7,-8.5,65015.08515359423,65.01508515359423
205.7,-7.5,65278.039538890764,65.27803953889077
205.7,-6.5,65535.49463538147,65.53549463538147
205.7,-5.5,65787.46782995072,65.78746782995073
205.7,-4.5,66033.98070055553,66.03398070055553
205.7,-3.5,66275.05881760818,66.27505881760818
205.7,-2.5,66510.73153616794,66.51073153616794
205.7,-1.5,66741.03178059688,66.74103178059688
205.7,-0.5,66965.9958242031,66.9659958242031
205.7,0.5,67185.66306434663,67.18566306434663
205.7,1.5,67400.07579627403,67.40007579627404
205.7,2.5,67609.27898625276,67.60927898625276
205.7,3.5,67813.32004604343,67.81332004604343
205.7,4.5,68012.24860999155,68.01224860999156
205.7,5.5,68206.11631625833,68.20611631625833
205.7,6.5,68394.9765931857,68.3949765931857
205.7,7.5,68578.88445215374,68.57888445215374
205.7,8.5,68757.89628729052,68.75789628729052
205.7,9.5,68932.06968386346,68.93206968386346
205.8,-24.5,60026.99096683499,60.02699096683499
205.8,-23.5,60376.00973951834,60.37600973951834
205.8,-22.5,60719.945037433194,60.71994503743319
205.8,-21.5,61058.73424966326,61.05873424966326
205.8,-20.5,61392.31958490232,61.39231958490232
205.8,-19.5,61720.64820343636,61.720648203436355
205.8,-18.5,62043.672324768035,62.04367232476803
205.8,-17.5,62361.34931078339,62.361349310783396
205.8,-16.5,62673.64172489695,62.67364172489695
205.8,-15.5,62980.51736606852,62.98051736606852
205.8,-14.5,63281.94927835984,63.28194927835984
205.8,-13.5,63577.91573626738,63.57791573626738
205.8,-12.5,63868.400206236074,63.868400206236075
205.8,-11.5,64153.39128518684,64.15339128518684
205.8,-10.5,64432.88261726951,64.43288261726951
205.8,-9.5,64706.87278928912,64.70687278928912
205.8,-8.5,64975.36520751912,64.97536520751912
205.8,-7.5,65238.36795558946,65.23836795558947
205.8,-6.5,65495.89363677421,65.49589363677421
205.8,-5.5,65747.95920108327,65.74795920108328
205.8,-4.5,65994.58575987312,65.99458575987312
205.8,-3.5,66235.7983892029,66.2357983892029
205.8,-2.5,66471.62592407427,66.47162592407426
205.8,-1.5,66702.10074519351,66.70210074519352
205.8,-0.5,66927.25856076268,66.92725856076268
205.8,0.5,67147.13818375944,67.14713818375944
205.8,1.5,67361.78130795679,67.36178130795679
205.8,2.5,67571.23228323851,67.57123228323852
205.8,3.5,67775.53789223458,67.77553789223458
205.8,4.5,67974.74712954673,67.97474712954673
205.8,5.5,68168.91098506821,68.16891098506821
205.8,6.5,68358.08223238817,68.35808223238817
205.8,7.5,68542.31522362381,68.5423152236238
205.8,8.5,68721.66569103191,68.72166569103192
205.8,9.5,68896.19055722818,68.89619055722818
205.9,-24.5,59989.736749947086,59.989736749947085
205.9,-23.5,60338.41884449776,60.33841884449776
205.9,-22.5,60682.041542622945,60.68204154262295
205.9,-21.5,61020.54242404616,61.020542424046155
205.9,-20.5,61353.86384796274,61.35386384796274
205.9,-19.5,61681.953084180175,61.68195308418017
205.9,-18.5,62004.76242011122,62.00476242011122
205.9,-17.5,62322.24924352006,62.32224924352006
205.9,-16.5,62634.376101459915,62.634376101459914
205.9,-15.5,62941.110734294765,62.94111073429477
205.9,-14.5,63242.42608547573,63.24242608547573
205.9,-13.5,63538.300287300925,63.53830028730093
205.9,-12.5,63828.71662306269,63.82871662306269
205.9,-11.5,64113.663466403734,64.11366346640374
205.9,-10.5,64393.13419908902,64.39313419908902
205.9,-9.5,64667.12710762679,64.66712710762678
205.9,-8.5,64935.64526144402,64.93564526144402
205.9,-7.5,65198.69637228818,65.19869637228818
205.9,-6.5,65456.29263816697,65.45629263816697
205.9,-5.5,65708.45057221584,65.70845057221584
205.9,-4.5,65955.19081919071,65.95519081919072
205.9,-3.5,66196.53796079764,66.19653796079764
205.9,-2.5,66432.5203119806,66.4325203119806
205.9,-1.5,66663.16970979015,66.66316970979015
205.9,-0.5,66888.52129732228,66.88852129732228
205.9,0.5,67108.61330317227,67.10861330317228
205.9,1.5,67323.48681963954,67.32348681963954
205.9,2.5,67533.18558022426,67.53318558022427
205.9,3.5,67737.75573842577,67.73775573842576
205.9,4.5,67937.2456491019,67.9372456491019
205.9,5.5,68131.7056538781,68.1317056538781
205.9,6.5,68321.18787159066,68.32118787159067
205.9,7.5,68505.74599509388,68.50574599509387
205.9,8.5,68685.43509477332,68.68543509477333
205.9,9.5,68860.3114305929,68.8603114305929
206.0,-24.5,59952.48253305917,59.95248253305917
206.0,-23.5,60300.82794947717,60.30082794947717
206.0,-22.5,60644.138047812696,60.644138047812696
206.0,-21.5,60982.35059842905,60.98235059842905
206.0,-20.5,61315.40811102316,61.31540811102315
206.0,-19.5,61643.25796492398,61.643257964923976
206.0,-18.5,61965.852515454404,61.9658525154544
206.0,-17.5,62283.14917625673,62.28314917625673
206.0,-16.5,62595.11047802288,62.595110478022875
206.0,-15.5,62901.70410252102,62.90170410252102
206.0,-14.5,63202.90289259162,63.202902892591624
206.0,-13.5,63498.68483833448,63.498684838334476
206.0,-12.5,63789.0330398893,63.7890330398893
206.0,-11.5,64073.93564762063,64.07393564762063
206.0,-10.5,64353.38578090854,64.35338578090854
206.0,-9.5,64627.38142596446,64.62738142596446
206.0,-8.5,64895.92531536892,64.89592531536893
206.0,-7.5,65159.02478898689,65.1590247889869
206.0,-6.5,65416.691639559715,65.41669163955972
206.0,-5.5,65668.94194334839,65.66894194334839
206.0,-4.5,65915.79587850832,65.91579587850832
206.0,-3.5,66157.27753239237,66.15727753239237
206.0,-2.5,66393.41469988693,66.39341469988693
206.0,-1.5,66624.23867438678,66.62423867438679
206.0,-0.5,66849.78403388188,66.84978403388187
206.0,0.5,67070.08842258509,67.07008842258509
206.0,1.5,67285.19233132228,67.28519233132228
206.0,2.5,67495.13887721002,67.49513887721002
206.0,3.5,67699.97358461694,67.69997358461694
206.0,4.5,67899.74416865707,67.89974416865707
206.0,5.5,68094.50032268799,68.09450032268799
206.0,6.5,68284.29351079316,68.28429351079316
206.0,7.5,68469.17676656395,68.46917676656395
206.0,8.5,68649.20449851472,68.64920449851472
206.0,9.5,68824.43230395764,68.82443230395764
206.1,-24.5,59915.22831617127,59.915228316171266
206.1,-23.5,60263.23705445659,60.263237054456596
206.1,-22.5,60606.23455300245,60.606234553002444
206.1,-21.5,60944.15877281194,60.94415877281194
206.1,-20.5,61276.95237408358,61.27695237408358
206.1,-19.5,61604.56284566779,61.604562845667786
206.1,-18.5,61926.94261079759,61.92694261079759
206.1,-17.5,62244.04910899341,62.24404910899341
206.1,-16.5,62555.84485458584,62.55584485458584
206.1,-15.5,62862.29747074727,62.862297470747265
206.1,-14.5,63163.37969970751,63.16337969970751
206.1,-13.5,63459.069389368015,63.45906938936801
206.1,-12.5,63749.34945671591,63.749349456715905
206.1,-11.5,64034.207828837534,64.03420782883754
206.1,-10.5,64313.637362728055,64.31363736272806
206.1,-9.5,64587.63574430213,64.58763574430213
206.1,-8.5,64856.20536929382,64.85620536929382
206.1,-7.5,65119.353205685606,65.1193532056856
206.1,-6.5,65377.09064095247,65.37709064095247
206.1,-5.5,65629.43331448094,65.62943331448093
206.1,-4.5,65876.4009378259,65.8764009378259
206.1,-3.5,66118.0171039871,66.1180171039871
206.1,-2.5,66354.30908779326,66.35430908779325
206.1,-1.5,66585.30763898342,66.58530763898342
206.1,-0.5,66811.04677044146,66.81104677044146
206.1,0.5,67031.56354199792,67.03156354199793
206.1,1.5,67246.89784300503,67.24689784300503
206.1,2.5,67457.09217419577,67.45709217419576
206.1,3.5,67662.1914308081,67.66219143080811
206.1,4.5,67862.24268821224,67.86224268821223
206.1,5.5,68057.2949914979,68.0572949914979
206.1,6.5,68247.39914999563,68.24739914999563
206.1,7.5,68432.60753803403,68.43260753803403
206.1,8.5,68612.97390225613,68.61297390225613
206.1,9.5,68788.55317732236,68.78855317732236
206.2,-24.5,59877.97409928336,59.877974099283364
206.2,-23.5,60225.646159436,60.225646159436
206.2,-22.5,60568.3310581922,60.5683310581922
206.2,-21.5,60905.96694719483,60.90596694719483
206.2,-20.5,61238.496637144,61.238496637144
206.2,-19.5,61565.8677264116,61.5658677264116
206.2,-18.5,61888.03270614077,61.88803270614078
206.2,-17.5,62204.94904173007,62.20494904173007
206.2,-16.5,62516.57923114881,62.51657923114881
206.2,-15.5,62822.890838973515,62.822890838973514
206.2,-14.5,63123.8565068234,63.1238565068234
206.2,-13.5,63419.45394040157,63.41945394040157
206.2,-12.5,63709.66587354252,63.70966587354252
206.2,-11.5,63994.48001005443,63.99448001005443
206.2,-10.5,64273.88894454757,64.27388894454758
206.2,-9.5,64547.89006263981,64.54789006263981
206.2,-8.5,64816.48542321872,64.81648542321872
206.2,-7.5,65079.68162238431,65.07968162238431
206.2,-6.5,65337.48964234522,65.33748964234522
206.2,-5.5,65589.9246856135,65.5899246856135
206.2,-4.5,65837.00599714351,65.8370059971435
206.2,-3.5,66078.75667558183,66.07875667558183
206.2,-2.5,66315.20347569959,66.31520347569959
206.2,-1.5,66546.37660358005,66.54637660358006
206.2,-0.5,66772.30950700106,66.77230950700105
206.2,0.5,66993.03866141074,66.99303866141074
206.2,1.5,67208.60335468779,67.20860335468778
206.2,2.5,67419.04547118154,67.41904547118153
206.2,3.5,67624.40927699927,67.62440927699927
206.2,4.5,67824.74120776741,67.8247412077674
206.2,5.5,68020.0896603078,68.0200896603078
206.2,6.5,68210.50478919812,68.21050478919813
206.2,7.5,68396.0383095041,68.3960383095041
206.2,8.5,68576.74330599753,68.57674330599752
206.2,9.5,68752.6740506871,68.7526740506871
206.3,-24.5,59840.719882395446,59.84071988239545
206.3,-23.5,60188.05526441541,60.18805526441541
206.3,-22.5,60530.42756338194,60.53042756338194
206.3,-21.5,60867.77512157772,60.867775121577715
206.3,-20.5,61200.04090020442,61.20004090020442
206.3,-19.5,61527.17260715539,61.52717260715539
206.3,-18.5,61849.12280148394,61.849122801483944
206.3,-17.5,62165.84897446673,62.16584897446673
206.3,-16.5,62477.31360771177,62.477313607711764
206.3,-15.5,62783.484207199755,62.783484207199756
206.3,-14.5,63084.33331393928,63.084333313939275
206.3,-13.5,63379.838491435105,63.3798384914351
206.3,-12.5,63669.982290369124,63.66998229036913
206.3,-11.5,63954.75219127131,63.95475219127131
206.3,-10.5,64234.140526367075,64.23414052636707
206.3,-9.5,64508.144380977465,64.50814438097747
206.3,-8.5,64776.765477143614,64.77676547714361
206.3,-7.5,65040.01003908302,65.04001003908301
206.3,-6.5,65297.88864373797,65.29788864373796
206.3,-5.5,65550.41605674605,65.55041605674604
206.3,-4.5,65797.61105646109,65.79761105646108
206.3,-3.5,66039.49624717655,66.03949624717654
206.3,-2.5,66276.0978636059,66.2760978636059
206.3,-1.5,66507.44556817667,66.50744556817666
206.3,-0.5,66733.57224356064,66.73357224356064
206.3,0.5,66954.51378082356,66.95451378082356
206.3,1.5,67170.30886637053,67.17030886637053
206.3,2.5,67380.99876816728,67.38099876816727
206.3,3.5,67586.62712319044,67.58662712319044
206.3,4.5,67787.23972732257,67.78723972732257
206.3,5.5,67982.88432911767,67.98288432911768
206.3,6.5,68173.6104284006,68.1736104284006
206.3,7.5,68359.46908097416,68.35946908097416
206.3,8.5,68540.51270973892,68.54051270973892
206.3,9.5,68716.79492405182,68.71679492405183
206.4,-24.5,59803.46566550754,59.80346566550754
206.4,-23.5,60150.46436939482,60.15046436939482
206.4,-22.5,60492.52406857169,60.49252406857169
206.4,-21.5,60829.583295960605,60.8295832959606
206.4,-20.5,61161.58516326484,61.16158516326484
206.4,-19.5,61488.4774878992,61.4884774878992
206.4,-18.5,61810.21289682713,61.81021289682713
206.4,-17.5,62126.74890720341,62.12674890720341
206.4,-16.5,62438.04798427473,62.43804798427473
206.4,-15.5,62744.07757542601,62.74407757542601
206.4,-14.5,63044.81012105517,63.04481012105517
206.4,-13.5,63340.22304246864,63.340223042468644
206.4,-12.5,63630.29870719573,63.630298707195735
206.4,-11.5,63915.02437248822,63.91502437248822
206.4,-10.5,64194.3921081866,64.1943921081866
206.4,-9.5,64468.398699315134,64.46839869931513
206.4,-8.5,64737.045531068514,64.73704553106852
206.4,-7.5,65000.338455781726,65.00033845578173
206.4,-6.5,65258.287645130724,65.25828764513072
206.4,-5.5,65510.9074278786,65.51090742787859
206.4,-4.5,65758.21611577869,65.7582161157787
206.4,-3.5,66000.23581877128,66.00023581877129
206.4,-2.5,66236.99225151223,66.23699225151223
206.4,-1.5,66468.5145327733,66.4685145327733
206.4,-0.5,66694.83498012024,66.69483498012025
206.4,0.5,66915.98890023638,66.91598890023637
206.4,1.5,67132.01437805328,67.13201437805328
206.4,2.5,67342.95206515303,67.34295206515303
206.4,3.5,67548.84496938161,67.5488449693816
206.4,4.5,67749.73824687774,67.74973824687774
206.4,5.5,67945.67899792758,67.94567899792757
206.4,6.5,68136.71606760309,68.13671606760309
206.4,7.5,68322.89985244424,68.32289985244424
206.4,8.5,68504.28211348032,68.50428211348033
206.4,9.5,68680.91579741654,68.68091579741655
206.5,-24.5,59766.21144861964,59.766211448619636
206.5,-23.5,60112.87347437424,60.11287347437424
206.5,-22.5,60454.620573761444,60.454620573761446
206.5,-21.5,60791.3914703435,60.7913914703435
206.5,-20.5,61123.129426325264,61.123129426325264
206.5,-19.5,61449.782368643006,61.44978236864301
206.5,-18.5,61771.30299217031,61.77130299217031
206.5,-17.5,62087.64883994007,62.08764883994007
206.5,-16.5,62398.78236083769,62.39878236083769
206.5,-15.5,62704.67094365226,62.70467094365226
206.5,-14.5,63005.28692817107,63.00528692817107
206.5,-13.5,63300.607593502195,63.30060759350219
206.5,-12.5,63590.61512402234,63.59061512402234
206.5,-11.5,63875.29655370511,63.87529655370511
206.5,-10.5,64154.64369000611,64.15464369000611
206.5,-9.5,64428.65301765281,64.4286530176528
206.5,-8.5,64697.325584993414,64.69732558499341
206.5,-7.5,64960.66687248043,64.96066687248043
206.5,-6.5,65218.68664652348,65.21868664652348
206.5,-5.5,65471.398799011164,65.47139879901117
206.5,-4.5,65718.8211750963,65.7188211750963
206.5,-3.5,65960.97539036602,65.96097539036602
206.5,-2.5,66197.88663941856,66.19788663941856
206.5,-1.5,66429.58349736994,66.42958349736993
206.5,-0.5,66656.09771667983,66.65609771667982
206.5,0.5,66877.4640196492,66.8774640196492
206.5,1.5,67093.71988973604,67.09371988973604
206.5,2.5,67304.90536213879,67.30490536213878
206.5,3.5,67511.06281557278,67.51106281557277
206.5,4.5,67712.2367664329,67.71223676643291
206.5,5.5,67908.47366673747,67.90847366673746
206.5,6.5,68099.82170680557,68.09982170680557
206.5,7.5,68286.33062391431,68.28633062391431
206.5,8.5,68468.05151722173,68.46805151722172
206.5,9.5,68645.03667078126,68.64503667078127
206.6,-24.5,59728.95723173173,59.72895723173173
206.6,-23.5,60075.28257935365,60.07528257935365
206.6,-22.5,60416.7170789512,60.4167170789512
206.6,-21.5,60753.199644726395,60.753199644726394
206.6,-20.5,61084.67368938568,61.08467368938568
206.6,-19.5,61411.087249386816,61.41108724938682
206.6,-18.5,61732.3930875135,61.7323930875135
206.6,-17.5,62048.548772676746,62.048548772676746
206.6,-16.5,62359.51673740066,62.35951673740066
206.6,-15.5,62665.264311878505,62.6652643118785
206.6,-14.5,62965.76373528696,62.965763735286956
206.6,-13.5,63260.99214453574,63.26099214453574
206.6,-12.5,63550.93154084896,63.55093154084896
206.6,-11.5,63835.56873492201,63.835568734922006
206.6,-10.5,64114.895271825626,64.11489527182563
206.6,-9.5,64388.90733599049,64.38890733599048
206.6,-8.5,64657.605638918314,64.65760563891831
206.6,-7.5,64920.99528917915,64.92099528917915
