number_of_records,start_date,end_date,mean_WS10,max_WS10,mean_WS100,max_WS100,mean_pressure
262992,1996-01-01,2025-12-31 23:00:00,6.815129813834642,14.09,8.402445131410841,18.15,1009.0740241528259
