number_of_records,start_date,end_date,mean_WS10,max_WS10,mean_WS100,max_WS100,mean_pressure
41,1979-01-01 07:00:00,1979-01-02 23:00:00,5.7109756097560975,6.49,6.281707317073171,7.22,1010.6141463414634
